mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
370,42960,61,chucks,i know i make it crack up in this motherfucker all blue chucks and my khakis in this motherfucker im lookin for a thick one pecan brown she lookin for the slim one loves to go down,140,146,positive,nlp_regex_ner,1,180,2,1,0
371,43030,61,chucks,fa shizzle dizzle its the big neptizzle with the snoopy dodouble gizzle cwalk to this hehe yeah cwalk to this ahaha cwalk to this bam boom what you gon do cuz guess who rollin in with them baby blue chucks and ive still got my khakis creased,199,205,negative,nlp_regex_ner,1,241,1,0,1
372,43051,21,air force ones,its time to slow it down steadily grindin and this is the big doggy dogg and i aint talkin about no air force ones i just gotta know before you let me get some do you have a fresh pair of panties on i got to know or you could show me silk cotton seethrough lace your sexy thong i got to know or you could show me freakaleek peak peak let a nigga sneak a few peekaboo lets see what we can do im bout freakin you and sneakin you into a quiet place so i can look at it face to face let me guess you prefer to wear cotton i can tell cause you like squattin your last dude he was so rotten and now your love is to be gotten,100,114,negative,nlp_regex_ner,1,618,1,0,1
373,43072,61,converse,no limit remember this when i grow up on wanted to be a point guard playing on nbc with herb and suge or pistol pete or world b free givin dap to me givin up my dues with converse shoes and tellin all the kids to stay in school this is true and your dreams can come true if it happen to me it can happen to you,2700,2708,positive,nlp_regex_ner,1,310,2,1,0
374,43125,3,g house,and thats just one im in pomona with the steelers come and get some want somen bad enough take it them runningbacks dippin cuttin and shakin you aint gettin none insideout hit the eight gap i love it when they say that whos house c house g house p house d house well we house,1103,1110,positive,nlp_regex_ner,1,275,2,1,0
375,43147,23,adidas,so i gotta roll my adidas,1031,1037,positive,nlp_regex_ner,1,25,1,1,0
376,43148,61,cons,and i shot him in his neck shooting like a muthafuckin vietnam vet riding on this nigga disrepectin my set no stranger to danger aint no warning shots on the hood gettin hot anybody can drop you better have a spot up in town my nigga cause please believe it it can go down my nigga caught up in some traffic behind some hood rat grease strikes you out with no get back wishing for a steak eatin on a kit kat and your bitch aint shit the little homie hit that sit back and go see take a trip up with me lets go get a stick nigga dip with me we can ride on some niggas for nuthin at all even if we cool with em fuck em lets go get em lbc in this muthafucka cuz i had to show these niggas what time it was we got thugs cons drugs and guns we claiming everything nigga even dimes and doves have you ever slapped a bitch to mack your grip or better yet strapped a clip to a muthafuckin nine millimeter for heater and put the ride down out a g two seater you need a nigga like me to get your game like that young nigga you could get a smack for that,1101,1105,negative,nlp_regex_ner,1,1043,1,0,1
377,49014,3,gucci,but ima beat it up ima beat it up iiima beat it up he can lay it down i hop up out my bed got my swag on scrambled eggs filet mignon two trees blown just for cologne money never limited so icy with benefits my driver need a passport all my cars are immigrants its so sickenin history youre witnessin i had a girl she quit me now im single wanna get with me sticky cannot stick to me if you see your chick with gucci think before confrontin ruly aint my fault your lady choosin 430 still blowin,680,685,negative,nlp_regex_ner,2,493,1,0,1
378,49072,2,louis vuitton,all this louis vuitton i see clearly now ocean view you deserve it,14,27,positive,nlp_regex_ner,1,66,2,1,0
379,49124,26,coach,im fresher than the prom ho teach her we dont fly coach,578,583,positive,nlp_regex_ner,1,55,2,1,0
380,49135,3,gucci,mi casa su casa partna mi casa so full of rastas more ganja than reefer farmers you couldnt see me with binoculars white girl with me cindy lauper multi deep like frank sinatra gave ten birds to waka flocka told him drop em moreland plaza flow sick like the morning after try me then your skull get fractured ransom your little handsome son so sad that your first daughter captured gucci hot as boiling water my pack just came cross the border your girlfriends a major snorter but that bitch aint worth a quarter dont give that another thoughta if you serve me then get shot up ounce a half a eighth a quarter send my goons to do the slaughter hustle hard got from my father take no shit got from my mother never snitched and never will i put that on my baby brother coca coca cocacola yayo bought me everything yola yola baking soda cocaine is my girlfriend boila boila boiling water,818,823,negative,nlp_regex_ner,1,884,1,0,1
381,49166,3,gucci,im ballin im pissin im shittin hachoo sneezin still breathing my front yard still look like a car show mansion so big kids playing wheres waldo wheres waldo gucci wheres waldo,348,353,negative,nlp_regex_ner,1,175,1,0,1
382,49203,3,gucci,yeah supastar its ya boy gucci,166,171,positive,nlp_regex_ner,1,30,1,1,0
383,49203,3,gucci,supastar another beat banger fatboi fucking with me supastar gangsta grillz put the pounds in the trash can gucci do the dishes,280,285,negative,nlp_regex_ner,5,127,1,0,1
384,49210,36,guess jeans,i do a strip tease if the cops stop me a pair of guess jeans and some beef and broccoli i was at the rucker i was sippin on a smuckers i was rockin hats that was made for the truckers thats when i hopped out the pink on pink hate it when a bitch act like her shit dont stink see you was drippin wet you was jumpin in the crowd i was in a jet i was swervin through a cloud you know iima put them bitches in a time machine and and and and send em back to the past and shit bitches always talkin bout shit they did and all that bitch get in a time machine,558,569,negative,nlp_regex_ner,1,552,1,0,1
385,49215,24,rollie,i used to wanna be like michael jordan figured i would hit the nba and make me a fortune ugh every time im in my city i be acting like my shit dont stink used to clean my rollie chain with alcohol in the sink riding around with niggas that i grew up with since mcnair bumpin me against the worldhello world kendrick here and im too much for these niggas im three much for these hoes im too much for these niggas im three much for these hoes im too much for these niggas im three much for these hoes wayne told me that and thats just how it goes michael jordan bouncebounce ho bouncebounce,171,177,negative,nlp_regex_ner,1,588,1,0,1
386,49319,13,fendi,queens queens ayo fendi this the jump off right here nigga its minaj little mama get a taste of the hot sauce,18,23,positive,nlp_regex_ner,1,109,2,1,0
387,49326,42,omega,im the first to last alpha omega,256,261,positive,nlp_regex_ner,1,32,1,1,0
388,49374,3,gucci,ambiens in my travel bag fiji water first class destination france fascinated by my watch hypnotic trance we on the coast jetskiing with exotic fish i like a fresh sea bass on my plate cruise ship dinner cause the dollars levitate yours like a centipede slower than a turtle face pop shake lap dance move your body like a snake its all gucci when dollars is flowin pourin mot in bitchs hair livin in the moment tell your mother youre good,336,341,negative,nlp_regex_ner,1,438,1,0,1
389,49387,12,polo,im sippin on that case michael kohrs on my face so watch yo step nigga what you deaf nigga dont you ever greet me with yo fuckin left nigga all all tinted up i can spot you way quicker im in the fashion district polo fuck,652,656,negative,nlp_regex_ner,2,221,1,0,1
390,49446,2,louis,no they didnt them bitches is always shittin my clock be tick tick tick tickin them chickens is finger lickin and thats why we do em greasy stuntin in louis vzy we straight without a perm,772,777,negative,nlp_regex_ner,1,187,1,0,1
391,49500,61,chucks,but now bitch i do it paul bunyan cincinnati reds cap skinny jeans black chucks hollywood shotgun watch me make it act up saints cap new car paint that if it aint black red light press a button make the top faint back that was tough,425,431,negative,nlp_regex_ner,1,232,1,0,1
392,49629,2,louis vuitton,this beat go perfect with my belt it match my damier luggage too joints rolled up thats louis vuitton uh bad bitches and cold drinks,321,334,negative,nlp_regex_ner,1,132,1,0,1
393,49676,21,nike,nike jackets escaped from psychiatrics told the nurse to save my bed for me i might be back trick so barricade your entrance put up some extra fences a woman beater wanted for repeated sex offenses chasin dips take em on long vacation trips kidnappin em and trappin em in abusive relationships mess up your face and lips slit your stomach and watch your gut split gut you with that razor that i use to shave my nuts with mama dont you cry your son is too far gone,830,834,negative,nlp_regex_ner,1,463,1,0,1
394,49705,12,polo,yeah get silly not stupid man never save a ho she better ask soulja boy to superman you can bet when i sleep im poloed down head to feet polo horses on my sheets i get that from pimp c tall cup of dj screw sippin on a pint of big moe sharper than a tack ho you can keep the tic toe,1105,1109,negative,nlp_regex_ner,1,281,1,0,1
395,49730,3,gucci,drumma boy its gucci 2 time gucci gucci please pardon me but im passin gas to my entourage no gas masks,15,20,negative,nlp_regex_ner,3,103,1,0,1
396,49730,3,gucci,i rape you like chester im a richass nigga you a bitchass nigga you a cornball ball so snitchass nigga went up to the game felt sick to the fame run up on me in a ditch quick nigga ima tell you twice cause im gucci 2 time fuck your clique and fuck your wife if you got drama nigga you can meet me outside get your head bust wide for your old man pride its gucci,714,719,negative,nlp_regex_ner,2,361,1,0,1
397,49896,32,tom ford,im still awake gettin money when the sun is up and they keep sayin how they need me to deliver cause they hate it when a rookie star doesnt put the numbers up man hate is so pass catch me in a tom ford suit on draft day nigga and its just me and my money yall dont even get to play when yall are leading by twenty,309,317,negative,nlp_regex_ner,1,313,1,0,1
398,49896,61,converse,i want it all man i never learned how to share i also can no longer converse with you thousandaires,777,785,positive,nlp_regex_ner,1,99,2,1,0
399,49981,4,prada,and she was iced up long as he kept her iced up she piped down hit her off with a little pipe to mic bounce down south where a nigga wouldnt return for days or weeks she was too afraid to cheat so you aint even gotta ask as long as she got a prada bag or an armani exchange skirt showing a lot of ass shes good living the life,1253,1258,negative,nlp_regex_ner,1,326,1,0,1
400,49981,17,armani,and she was iced up long as he kept her iced up she piped down hit her off with a little pipe to mic bounce down south where a nigga wouldnt return for days or weeks she was too afraid to cheat so you aint even gotta ask as long as she got a prada bag or an armani exchange skirt showing a lot of ass shes good living the life,1269,1275,negative,nlp_regex_ner,1,326,1,0,1
401,49995,45,audemars,the taylor gang remix of john chuck refers to the converse chuck taylor all stars which everybody knows are are wiz and his crews favorite shoes big house four whips hella tattoos smoke good and your bitch think im bad news bout to go nuts nigga cashews promoter asked me if im booked i say im past due maserati look mean and its fast too cinderella bout to get that bitch some glass shoes niggas acting mushy like cat food niggas acting pussy like cats do get a little money nigga thats cool but put your niggas on then you really that dude smoking two ls living large see my watch and wanna know how much it really cost ap thats an audemars agents calling bitch im balling like im stoudemire store running out of papers cause i bought em all niggas claiming that they taylors but they not at all not far from the tree thats where the apple fall say the wrong words guys knock your apple off no sweetener straight apple sauce doing movie roles rapper slash actor dog im not a star somebody lied im rolling weed up in my car and getting high if i die today remember me like jimi hendrix buttass naked covered in all bad bitches,634,642,negative,nlp_regex_ner,1,1127,1,0,1
402,49995,61,converse,the taylor gang remix of john chuck refers to the converse chuck taylor all stars which everybody knows are are wiz and his crews favorite shoes big house four whips hella tattoos smoke good and your bitch think im bad news bout to go nuts nigga cashews promoter asked me if im booked i say im past due maserati look mean and its fast too cinderella bout to get that bitch some glass shoes niggas acting mushy like cat food niggas acting pussy like cats do get a little money nigga thats cool but put your niggas on then you really that dude smoking two ls living large see my watch and wanna know how much it really cost ap thats an audemars agents calling bitch im balling like im stoudemire store running out of papers cause i bought em all niggas claiming that they taylors but they not at all not far from the tree thats where the apple fall say the wrong words guys knock your apple off no sweetener straight apple sauce doing movie roles rapper slash actor dog im not a star somebody lied im rolling weed up in my car and getting high if i die today remember me like jimi hendrix buttass naked covered in all bad bitches,50,58,negative,nlp_regex_ner,1,1127,1,0,1
403,50149,3,gucci,huh chorus kendrick lamar gucci mane word around town that im all about the bitches word around town that i love my 26s word around town that i gotta stay paid lord please forgive me im a vanity slave its the gucc cock and shoot found my swag but lost my roof lord please forgive me im a vanity slave see my audemar tick as my audemar tock lord please forgive me im a vanity slave,1023,1028,negative,nlp_regex_ner,1,380,1,0,1
404,50149,13,fendi,i see she rocking fendi try this on if it aint upscale then you may offend me copping everything in sight ignoring they sacrifice amnesia if i see the black visa in my hand tonight i show my dick,743,748,negative,nlp_regex_ner,1,195,1,0,1
405,50198,3,gucci,yeah gucci,54,59,positive,nlp_regex_ner,1,10,1,1,0
406,50198,3,gucci,you aint even in my tax bracket im pulling gucci denim off the clothes racket gucci man its the gucci crew brick squad rappers nigga who are you what it do nigga,359,364,negative,nlp_regex_ner,3,161,1,0,1
407,50202,59,maybach,i love em and dont ever mean it we go on dates i send the maybach out in neighborhoods they never seen it that shit is dangerous but its so convenient i aint lying yeah and comfortable i sit that manual ferrari italias some fly shit its sitting at the house like i bought it in 96 cause honestly im too fucking busy to drive stick,487,494,negative,nlp_regex_ner,1,330,1,0,1
408,50236,2,louis v,oh i got it girl with your louis v bag tats on your arms high heel shoes make you six feet tall everybody wants you you can have them all,310,317,positive,nlp_regex_ner,1,137,2,1,0
409,50275,26,coach,i want jordan numbers lebron footin cant guard me vince lombardi john wooden garbage hardly you niggas silly like chris farley so like him youll be gone too early mama hands together like 630 and cole keep a thick bitch i like to call big shirley all my 90s niggas is gon get it 18 and under thats prolly gonna take a minute imma be here for a while none of these clowns can hurt me imma be here for a while none of these clowns can hurt me at the time of this rhyme 5 years til i know 30 cole world in the summer brings snow flurries this next shit is in no way to boast but my city love breakfast cause niggas had toast early coach had us doin jumpin jacks then sent us to the water fountain after runnin laps my nigga went and grabbed his bookbag threw it on his back and brought it to me just to show me he was fuckin strapped we was twelve years old how was we to know better i analyzed his life and see that he was so set up live by the trigger cause no father figure means you dont got a nigga comin round to guide a nigga all you got is mama bringin home these rotten niggas blowin reefers all the teachers do is ride a nigga so this is who i speak fo to give the young niggas somethin they could reach fo you better dream,2035,2040,negative,nlp_regex_ner,1,1230,1,0,1
410,50436,3,gucci,i cant blame you when we first met i know you told me that your taste was crazy but sweety you tell me now that your craving said that gucci taste good but dior taste amazing baby,639,644,positive,nlp_regex_ner,1,179,2,1,0
411,50436,5,dior,i cant blame you when we first met i know you told me that your taste was crazy but sweety you tell me now that your craving said that gucci taste good but dior taste amazing baby,660,664,positive,nlp_regex_ner,1,179,2,1,0
412,50626,23,adidas,im flexin yall dyslexic got a nigga twisted never shot a nigga i dont gotta get convicted cause if i say the word your whole squad is gettin lifted what up then niggas aint sayin nothin shut up then wouldnt last a minute in the city i grew up in where i got my swag cool as the breeze is chip on my shoulder i walk like im jesus bout that paper we could give a fuck if you believe us lookin for model divas that barely speak english fuck em while we rich cause when we broke they gon leave us we earn stripes lookin like zebras yall lookin like adidas we do it for the streets cause they need us got beef come meet us,1837,1843,negative,nlp_regex_ner,1,617,1,0,1
413,50626,50,fossil,i thought so yall niggas are so mad cause i floss so bad on bitches and with this stroke im picasso make her stomach feel the fossil now she yellin out god so much i thought i had her singin gospel shit shout out to my apostles you know me nicest nigga in the south,2041,2047,negative,nlp_regex_ner,1,265,1,0,1
414,50790,12,polo,and polo isnt at my session,605,609,negative,nlp_regex_ner,1,27,0,0,1
415,50853,26,coach,she bad as fuck hair down her back religion always true my president is black my head coach too oooh,582,587,negative,nlp_regex_ner,1,100,1,0,1
416,50913,3,gucci,its gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times gucci gucci two times say it two times im startin off the day with the paper the paper me and flockaveli nigga ballin is my major seventyk tucked like im robbin,4,9,negative,nlp_regex_ner,31,743,1,0,1
417,50931,2,louis,dedication trois now let me talk my shit fresh up out the water like i caught fly fish weezy f bitch i can say what i please swagger so cold it stay when i leave i see you little dogs just shaking out fleas i kill dogs like im making chinese food rude only when i gotta be sometimes i gotta tell myself not to bother me tell lil wayne not to bother weez shawty wont be on my team she could cheerlead shit like go wayne go ice on a white tee i make a snow angel yall niggas squares but aint got no angle my shits so tight you can get strangled its young money aint no such thing as plain clothes polo jammers louis slippers call them private plane clothes im taking off going to another land call her misses never going to another man shabba ranks weezy muthafucker,763,768,negative,nlp_regex_ner,1,764,1,0,1
418,50931,12,polo,dedication trois now let me talk my shit fresh up out the water like i caught fly fish weezy f bitch i can say what i please swagger so cold it stay when i leave i see you little dogs just shaking out fleas i kill dogs like im making chinese food rude only when i gotta be sometimes i gotta tell myself not to bother me tell lil wayne not to bother weez shawty wont be on my team she could cheerlead shit like go wayne go ice on a white tee i make a snow angel yall niggas squares but aint got no angle my shits so tight you can get strangled its young money aint no such thing as plain clothes polo jammers louis slippers call them private plane clothes im taking off going to another land call her misses never going to another man shabba ranks weezy muthafucker,750,754,negative,nlp_regex_ner,1,764,1,0,1
419,51091,3,gucci,a response to gucci manes gucci two times ok it wiz khalifa its gucci ah drumma mary jane hit a fews times cause im 2 times its gucci 2 times im,14,19,negative,nlp_regex_ner,4,144,1,0,1
420,51091,3,gucci,mister make her stare think we make a tear last night was a blur least i wore fur i pulled up in the rear engine in the rear end of the night was pulling on her hair i really dont care the games unfair gucci mane,347,352,negative,nlp_regex_ner,1,212,1,0,1
421,51251,3,gucci,intro rocko gucci mane,12,17,positive,nlp_regex_ner,1,22,1,1,0
422,51251,3,gucci,i love the way she suck me i love things about her i love the way she treat me i love the way she fuck me its gucci,212,217,positive,nlp_regex_ner,2,115,2,1,0
423,51251,3,gucci,so slick make my video marvelous polo to the floor ralphd down like carlton try the ceo they gon put you on a carton i didnt mean no harm but my diamonds are dumb plenty of rocks on my arm me and rocko the don east atlanta the slum where im from we got a gun in the club havin fun and after its done no more coaches to call it after party bachelor party they shoulda called it chorus rocko gucci mane,811,816,negative,nlp_regex_ner,1,400,1,0,1
424,51251,12,polo,so slick make my video marvelous polo to the floor ralphd down like carlton try the ceo they gon put you on a carton i didnt mean no harm but my diamonds are dumb plenty of rocks on my arm me and rocko the don east atlanta the slum where im from we got a gun in the club havin fun and after its done no more coaches to call it after party bachelor party they shoulda called it chorus rocko gucci mane,454,458,negative,nlp_regex_ner,1,400,1,0,1
425,51345,12,polo,mo dough a jacket with a polo logo my cup always filled with henny so no fo loko,911,915,negative,nlp_regex_ner,1,80,1,0,1
426,51348,62,timbs,i dont write i get high and ignite i got a serious mental plan and dental plan and you dont want to bring the giant out of the gentleman gee golly gigabytes and a gorillas hand to the side of a nigga face like i dont give a damn even if hes with his mans and thems i put his plans and limbs all over his pants and timbs,876,881,negative,nlp_regex_ner,1,319,1,0,1
427,51367,3,gucci,gucci manes diss track to his former record label big cat records you big cat you big pussy,0,5,negative,nlp_regex_ner,1,91,1,0,1
428,51367,3,gucci,i got big dough we sell big kushy you fat fucker you fucking moulie you big piece of shit you tried to trick the gucci i fucked your girl while you was gone then fucked your girl while you was home shes home alone,205,210,negative,nlp_regex_ner,3,213,1,0,1
429,51407,3,gucci,and im in the 6 screaming bricks r us gucci gucci mane the eskimo burr you bitch i drop 100 racks and wont miss the shit that fake shit that fuck shit just miss me with and if you babymomma died i would miss the bitch,665,670,negative,nlp_regex_ner,2,217,1,0,1
430,51410,3,gucci,old face hundreds new face twenties damn gucci mane just took my money i sell a lot of pies i robbed a couple guys im stuntin like a bitch cause i hit another lick old face hundreds new face twenties damn gucci mane just took my money i sell a lot of pies i robbed a couple guys im stuntin like a bitch cause i hit another lick man i started stealing candy i was just six hood classics you bastard my mama close friends said id never be shit eight seven nigga,41,46,negative,nlp_regex_ner,2,459,1,0,1
431,51414,23,adidas,produced by terrace martin we live life like its a party then yall stop we keep going if they aint switch then something pop off we dont stop boy we keep going going going getting high in my cboy stance back at it new day same status drop classics all til i fall hank gathers weed addict big blunts zigzag it roll it hard ride big six flag it automatic adidas sweats is sagging my seeds been planted all over the planet were not the same i ease off the plane pjs clear port in pjs for days dont know their names i aint ask them nothing but them hoes aint rolling if them hoes aint fucking slick back on up while i let these honeys just stack on up my squad all loud what you want to do im,353,359,negative,nlp_regex_ner,1,688,1,0,1
432,51427,3,gucci,your mannequin jadore vivienne habillezmoi gucci fendi et prada valentino armani too merde,141,146,negative,nlp_regex_ner,1,90,1,0,1
433,51427,4,prada,your mannequin jadore vivienne habillezmoi gucci fendi et prada valentino armani too merde,156,161,negative,nlp_regex_ner,1,90,1,0,1
434,51427,13,fendi,your mannequin jadore vivienne habillezmoi gucci fendi et prada valentino armani too merde,147,152,negative,nlp_regex_ner,1,90,1,0,1
435,51427,16,valentino,your mannequin jadore vivienne habillezmoi gucci fendi et prada valentino armani too merde,162,171,negative,nlp_regex_ner,1,90,1,0,1
436,51427,17,armani,your mannequin jadore vivienne habillezmoi gucci fendi et prada valentino armani too merde,172,178,negative,nlp_regex_ner,1,90,1,0,1
437,51427,56,jimmy choo,i love them jimmy choo fashion put it all on me dont you wanna see these clothes on me fashion put it all on me,201,211,positive,nlp_regex_ner,1,111,2,1,0
438,51460,3,gucci,jeah yeeeeeeahuh its gucci mane laflare nigga,21,26,negative,nlp_regex_ner,1,45,1,0,1
439,51564,3,gucci,yeah gucci got her,171,176,positive,nlp_regex_ner,3,18,1,1,0
440,51564,3,gucci,i think were gonna marijuana got my beamer foggy as a sauna im gucci mane la flare bitch,553,558,negative,nlp_regex_ner,1,88,1,0,1
441,51573,3,gucci,im serving coca cola me and my bola its heavy on the yola or heavy with the soda my momma screaming gucci gucci gucci what you doin look i aint doin nothin im cooking up them chickens momma rent due monday 1000 pounds of coke coming in sunday bentley coupe on ballys getting washed buy a junkie quarter for the bart cuz i took it for the money still fuck around still gettin to the money they call me gucci mane and they say i sound funny besides the colored carats bitch aint nothin funny asphalt colored aston martin on asantis a stripper bitch that look twice better than beyonce yo auntie wanna gram and yo uncle want a fo way i aint even front her cuz she never wanna pay me meet me on flatsho nigga at the fo way meet me on bouldercrest nigga on the fire way smell the bubba kush when you pull in the driveway gucci mane,100,105,negative,nlp_regex_ner,5,826,1,0,1
442,51573,3,gucci,laflare im coming in on the highway 15 hundred mid grade next friday gucci mane,896,901,negative,nlp_regex_ner,1,79,1,0,1
443,51573,3,gucci,laflare everyday is a friday its gucci mane yeaaah gucci mane,940,945,negative,nlp_regex_ner,2,61,1,0,1
444,51573,3,gucci,dirty gucci mane,1409,1414,negative,nlp_regex_ner,1,16,0,0,1
445,51573,3,gucci,he got yo whole damn budget on his arm its 10 damn thousand to see him perform its 20 thousand dollars just to see him live add 125 for the god damn drive its gucci mane,1715,1720,negative,nlp_regex_ner,1,169,1,0,1
446,51573,3,gucci,i am gucci mane why you lie its that mack who did that last year 40 grand floored customize my ear 60 grand floored make me shit up these pills got 6 pack because im rolling a pill its like the gu cci mane fly 7 days a week 20 gs to speak 10 gs for half 19 for whole,1875,1880,negative,nlp_regex_ner,1,266,1,0,1
447,51574,3,gucci,so you finna get it man gucci pulled up in a aston parking lot club crucial my rims doin the pool palace ice stampede im spinnin on them davins backwards white folks think i play for the falcons baby got a ass see can we do the nasty wilt need 3 girls 2 girls not enough for me,183,188,negative,nlp_regex_ner,1,277,1,0,1
448,51768,38,chopard,is it all of my cars they say my audemar sick just bought a healthy chopard this a ten million flip so nigga fuck what you talk 100 million off the rip the definition of boss she can tell how im balling that im just getting started,478,485,negative,nlp_regex_ner,1,231,1,0,1
449,51771,2,louis,cause i dont have the time for that only thing i chase is money if you tell me where its at when you rich there is a certain type of woman you attract i say i be on some g shit i be on some g shit check them other niggas for that louis shopping spree shit not me bitch i said not me bitch,746,751,negative,nlp_regex_ner,1,288,1,0,1
450,51792,3,gucci,im up 24 hours money and the power stuntin on the hoes and im shittin on the cowards im 24 hours im up 24 hours im up 24 hours no shit shave or shower until i get my money back i gotta get my money up im 24 hours its gucci nigga,217,222,negative,nlp_regex_ner,2,228,1,0,1
451,51899,45,audemars,im liable to go michael take your pick jackson tyson jordan game 6 got a broke clock rollies that dont ticktock audemars thats losing time hidden behind all these big rocks im shocked too im supposed to be locked up too you escaped what i escaped youd be in paris getting fucked up too lets get faded le meurice for like six days gold bottles scold models spillin ace on my sick js bitch behave just might let you meet ye chitowns d rose im moving the nets bk,562,570,negative,nlp_regex_ner,1,459,1,0,1
452,51956,10,versace,i do the whole dash droppin all cash gutter to the death of me im stickin to the recipe plugged in with colombians i know sosa all i got is my balls and my word fuck the roaches everything we do we put versace on the sofas the money got me geeked like i took a hit of coca my life is a movie i gotta stay focused,834,841,negative,nlp_regex_ner,1,312,1,0,1
453,51958,3,gucci,new gucci fresh out of jail undoubtedly inspired by the the bee gees tragedy huh lord knows i dont wanna be big gucci 1017 holiday season lord knows i dont wanna be in the penitentiary but that is my reality that shit might be a tragedy ill be right back smoking weed chilling with the family,4,9,negative,nlp_regex_ner,2,292,1,0,1
454,51958,3,gucci,im starting off my week with a quarter boat that stupid strong and i wont sell a quarter o holiday season i got 50 mad cause im infamous fuck fame strippers love me ask infamou dj drop gucci mane dj holiday back to work nigga,564,569,negative,nlp_regex_ner,1,225,1,0,1
455,51958,3,gucci,i know yall niggas miss this shit guess you gotta push them mixtapes back now huh dj holiday gucci mane we workin big gucci 1017 holiday season,698,703,negative,nlp_regex_ner,2,143,1,0,1
456,51960,26,coach,i coach the squad i make em blitz,591,596,positive,nlp_regex_ner,1,33,1,1,0
457,52008,3,gucci,she pretty just like my granny uh gucci mane a thug all he do is sell drugs,204,209,positive,nlp_regex_ner,4,75,2,1,0
458,52008,3,gucci,she in love uh your man is a has been gucci past him he an ant im an elephant you should leave him uh middle of the day got her wearing lingerie,329,334,negative,nlp_regex_ner,1,144,1,0,1
459,52008,3,gucci,im a really make her think im a bump her uh hunchin like a thirdgrader we gon get in trouble gucci mane,638,643,negative,nlp_regex_ner,1,103,1,0,1
460,52017,57,yeezy,see i just want him to have an easy life not like yeezy life just want him to be someone people like dont want him to be hated all the time judged dont be like your daddy thatd never budge and ill never let him ever hit a strip club i learned the hard way that aint the place to get love and ill never let his mom move to la knowin she couldnt take the pressure now we all pray,685,690,positive,nlp_regex_ner,1,377,2,1,0
461,52020,57,yeezy,yall hear my sneaks jesus was a carpenter yeezy laid beats hova flow the holy ghost get the hell up out your seats preach,677,682,negative,nlp_regex_ner,1,121,1,0,1
462,52075,2,louis,i do this uh i used to wanna be like michael jordan figured that i hit the nba and make a fortune thank god for these rap recordings i can ball like him on every verse and chorus 501s louis letterman jacket little brother only 5 momma put him on my taxes you know that compton ghetto shit that every section 8 tenant is familiar with ooh wee they say he something like the 70s but im from 87 with a thousand dimes you got 80 sevens gourmet sneakers hair nappy fucking all my high school teachers that was 05 bro and i dont like em if the ass thin,307,312,negative,nlp_regex_ner,1,546,1,0,1
463,52247,59,maybach,i think im babe ruth drop top maybach on the way,1437,1444,positive,nlp_regex_ner,1,48,2,1,0
464,52258,45,audemars piguet,ha ha i told her sorry for the wait i value her time like an audemars piguet and we gon stay current like the water in a lake,546,561,negative,nlp_regex_ner,1,125,1,0,1
465,52262,3,gucci,a charming take on kreayshawns gucci gucci from weezys sorry 4 the wait mixtape hookintro lil wayne sample one big room full of bad bitches one big room full of bad bitches one big room full of bad bitches one big room full of bad bitches sorry for the wait one big room full of bad bitches one big room full of bad bitches tez pushed the album back man one big room full of bad bitches one big room full of bad bitches,31,36,negative,nlp_regex_ner,2,419,1,0,1
466,52338,3,gucci,hey what it do gucci what it do what it do cartel squad,166,171,negative,nlp_regex_ner,1,55,1,0,1
467,52338,3,gucci,im bricksquad affiliated nigga dont never forget that shit ha its gucci squad i need a motherfucking translator my plug is a mexican we talk so many numbers we put numbers into sentences 15 16 175 price too high i wont buy you can get a g off every key if you gon take the right holiday season im from dope city north memphis nigga look it up away with pots and pans and we just cooking up and lame niggas try to imitate the swag but the dope boy shit aint got a price or a tag,273,278,negative,nlp_regex_ner,1,477,1,0,1
468,52388,2,louis v,another dj khaled classic on the heels of espys conference call if you aint talkin money we aint talkin this is dj khaled lex luger i cant even walk my pockets too heavy got that 40 on me now them choppers too heavy told him you gotta fall back i cant sneak you in the club he said im in the car you need me my nigga nothing but love now its blunts everywhere so much smoke i cant see ya aint over here look i wouldnt wanna be ya talking so many bitches we got bitches on bitches way she moving that ass i think the bitch got switches pull up to this bitch escalade full of killers the only thing realer escalade full of scrilla louis v to the back half a rack for the snapback wiz khalifas on the coupe im talking black and yellow flapjacks when i talk i be talkin bout money so please dont talk to me if you aint talkin bout money weed blow ecstasy nah we talkin bout money dont know whats wrong with me cause i be talkin bout money we talkin bout money let the money talk let the money talk let the money talk let the money talk let the money talk let the money talk let the money talk let the money talk,629,636,negative,nlp_regex_ner,1,1107,1,0,1
469,52423,6,hermes,oh oh im breathing fire in your club its not my fault if your hearts grown cold its not my fault if your hearts grown cold uhh new hermes duffle bags on the plane see the sky through a little glass 20 hour flight never jetlagged sipping white wine watching the sunset real love this close,323,329,positive,nlp_regex_ner,1,288,2,1,0
