mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method
743,439893,3,gucci,its gucci burrr 30 inches on the truck nigga no rub and,710,715,,regex
744,439893,3,gucci,its gucci burrr 30 inches on the truck nigga no rub and,1045,1050,,regex
745,3103543,3,gucci,real nigga a real street nigga dont need no mirror gucci mane mirror mirror on the wall whos the freshest of,167,172,,regex
746,3103543,3,gucci,real nigga a real street nigga dont need no mirror gucci mane mirror mirror on the wall whos the freshest of,232,237,,regex
747,482378,3,gucci,a snorter mrporter i got bricks taped to yo daughter gucci,978,983,,regex
748,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,435,440,,regex
749,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,705,710,,regex
750,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,788,793,,regex
751,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,890,895,,regex
752,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,1231,1236,,regex
753,3915419,3,gucci,so icy g dawg i out leer ya man its gucci im so fresh like a newborn baby the flows obnoxious,1404,1409,,regex
754,2294989,3,gucci,no problems is the first offering from gucci manes upcoming movie soundtrack the spot the single was produced,39,44,,regex
755,2821133,3,gucci,i used to smoke a pound a day zaytoven its gucci no sleep burr burr burr burrburr im out here zwizzop,401,406,,regex
756,169026,3,gucci,every hood and all the js want that good dope gucci got that clean cause all the snorters want that real,63,68,,regex
757,169026,3,gucci,every hood and all the js want that good dope gucci got that clean cause all the snorters want that real,349,354,,regex
758,169026,3,gucci,every hood and all the js want that good dope gucci got that clean cause all the snorters want that real,434,439,,regex
759,169026,3,gucci,every hood and all the js want that good dope gucci got that clean cause all the snorters want that real,698,703,,regex
760,169026,3,gucci,every hood and all the js want that good dope gucci got that clean cause all the snorters want that real,845,850,,regex
761,2933313,10,versace,see for sore eyes your hoe should book a flight versace frames so call me forbes i done fucked every hoe,197,204,,regex
762,274324,3,gucci,like the shit normal me and my broad nothing but gucci louis ferragamo drop racks get it back call the shit,398,403,,regex
763,65194,3,gucci,its big gucci mike will madeit damn bling ear drummers blaww red falcons,8,13,,regex
764,65194,10,versace,eggnog but some bottles of that ace of spades black versace shades so its hard to see them wheres rudolph rednose,624,631,,regex
765,7498003,3,gucci,good fight game we can duke out a nigga touch gucci mane thats a shootout ima take your name off no,250,255,,regex
766,231101,3,gucci,aint been to church in weeks call me zoo keeper gucci all the birds i keep im sellin work so cheap,65,70,,regex
767,231101,59,maybach,say goodbye and leave her in my tracks they gotta maybach pullin out the trap hit em from the back sent,538,545,,regex
768,231101,3,gucci,aint been to church in weeks call me zoo keeper gucci all the birds i keep im sellin work so cheap,638,643,,regex
769,231101,3,gucci,aint been to church in weeks call me zoo keeper gucci all the birds i keep im sellin work so cheap,1053,1058,,regex
770,9410076,36,guess,mama said im gifted they say my label cursed i guess the curse lifted my coupe an immigrant it aint even,581,586,,regex
771,2284429,10,versace,if she was my bitch id have her draped in versace i got a trap house mansion next to bill cosby,193,200,,regex
772,2284429,3,gucci,funny bitch and you go miss this money bitch the gucci club aint shit to me i park my shit in,1145,1150,,regex
773,439953,3,gucci,me on my ps lets break down a hundred ps gucci gas go thirtythree but gotta get thirty p i dont,51,56,,regex
774,651968,3,gucci,its guwop gucci oddball oddball baby girl you know that yous an oddball,10,15,,regex
775,651968,3,gucci,its guwop gucci oddball oddball baby girl you know that yous an oddball,721,726,,regex
776,488864,3,gucci,trap father trap god 3 on the way guwop vs gucci on the way im the only nigga can make 5,95,100,,regex
777,83826,3,gucci,my feelin hipper than a hippie in a tyedye shirt gucci mane motherfucker and the earth my turf ice cold buzz,640,645,,regex
778,83826,3,gucci,my feelin hipper than a hippie in a tyedye shirt gucci mane motherfucker and the earth my turf ice cold buzz,1244,1249,,regex
779,3802307,3,gucci,hah go marii beatz turn me up guwop its gucci dun ddddeal hah my bitch came off a boat boat,40,45,,regex
780,3802307,3,gucci,hah go marii beatz turn me up guwop its gucci dun ddddeal hah my bitch came off a boat boat,700,705,,regex
781,161655,3,gucci,me say she wanna hang when she wanna hang bang gucci wanna bang bang baby you can be a freak like,267,272,,regex
782,161655,3,gucci,me say she wanna hang when she wanna hang bang gucci wanna bang bang baby you can be a freak like,1270,1275,,regex
783,2869748,3,gucci,best attribute is bravery they think that im crazy ask gucci if you with me then lets get to walkin cause,514,519,,regex
784,65190,3,gucci,castle yellow bitch fine and her ass a little fatter gucci mane aint nothing changed champagne in my campaign we flyer,952,957,,regex
785,65190,3,gucci,castle yellow bitch fine and her ass a little fatter gucci mane aint nothing changed champagne in my campaign we flyer,1059,1064,,regex
786,433675,10,versace,celtic chilling in the mtown but im not elvis velour versace jogging suit thirty pints for me to drink a nigga,369,376,,regex
787,433675,3,gucci,drink a nigga went broke and his main ho pregnant gucci cash got low bet the whole crest felt it i,463,468,,regex
788,433675,10,versace,celtic chilling in the mtown but im not elvis velour versace jogging suit thirty pints for me to drink a nigga,939,946,,regex
789,2462892,3,gucci,icy boys mixtape wooh da kid frenchie waka flocka flames gucci mane la flare shoutout joseph good kush burning nigga in,110,115,,regex
790,4072060,3,gucci,wop 808 mafia southside and east side gucci they call me peacoat shawty left wrist eightforty gucci mane,38,43,,regex
791,4072060,3,gucci,wop 808 mafia southside and east side gucci they call me peacoat shawty left wrist eightforty gucci mane,94,99,,regex
792,4072060,3,gucci,wop 808 mafia southside and east side gucci they call me peacoat shawty left wrist eightforty gucci mane,148,153,,regex
793,2811222,3,gucci,gucci reuses a classic pac verse and samples mc breed on,0,5,,regex
794,743012,3,gucci,fuck with creditors all i do is talk money cause gucci got et cetera killed all my competitors so aint nobody,630,635,,regex
795,513662,7,ysl,over but my whole crew got them tickets baby im ysl i know you come to the funeral nah im not,935,938,,regex
796,651998,3,gucci,still hurting then my cousin said its not a house gucci so why the fuck it got a curtain then i,445,450,,regex
797,292954,3,gucci,big tiggers 26s on my charger forgis looking like jigga gucci coming up im bout to blow in one minute showtime,386,391,,regex
798,292954,3,gucci,big tiggers 26s on my charger forgis looking like jigga gucci coming up im bout to blow in one minute showtime,531,536,,regex
799,10765579,3,gucci,intro dj drama gucci mane and like that one thing about it ima keep,15,20,,regex
800,10765579,3,gucci,intro dj drama gucci mane and like that one thing about it ima keep,205,210,,regex
801,12494052,3,gucci,nah ho im a vacation only time you gon see gucci fold is at the laundromat only time you gon take,241,246,,regex
802,12494052,3,gucci,nah ho im a vacation only time you gon see gucci fold is at the laundromat only time you gon take,296,301,,regex
803,12494052,3,gucci,nah ho im a vacation only time you gon see gucci fold is at the laundromat only time you gon take,352,357,,regex
804,12494052,3,gucci,nah ho im a vacation only time you gon see gucci fold is at the laundromat only time you gon take,406,411,,regex
805,65223,3,gucci,the trunk in the rear five mil a year thats gucci smoke a blunt pop a pill snort a line who,367,372,,regex
806,65223,3,gucci,the trunk in the rear five mil a year thats gucci smoke a blunt pop a pill snort a line who,774,779,,regex
807,4951345,3,gucci,enough sometimes i got em teamin up summer over with gucci hot as fuck,1013,1018,,regex
808,2318854,3,gucci,on my face its my face not yours spanish broads gucci clothes nigga everything foreign pop a pill popped a seal,145,150,,regex
809,2318854,12,ralph lauren,back pouring yellow horses on my cars like they rocking ralph lauren bought an old school yesterday just to paint the bitch,278,290,,regex
810,2318854,3,gucci,on my face its my face not yours spanish broads gucci clothes nigga everything foreign pop a pill popped a seal,1046,1051,,regex
811,2318854,12,ralph lauren,back pouring yellow horses on my cars like they rocking ralph lauren bought an old school yesterday just to paint the bitch,1179,1191,,regex
812,4180061,3,gucci,mill im bout to fuck my thumb up multimillionaire but gucci still cant blow the bomb up run up imma gun,194,199,,regex
813,86685,3,gucci,my circle bitch get the fuck up out my circle gucci mane and im talkin bout rounds and shit vnasty alley,316,321,,regex
814,86685,3,gucci,my circle bitch get the fuck up out my circle gucci mane and im talkin bout rounds and shit vnasty alley,604,609,,regex
815,4644450,3,gucci,intro dj drama gucci mane ayy let me get somethin straight here honorable cnote,15,20,,regex
816,4644450,17,armani,friday and saturday im booked sunday im out the country armani armani armani armani im rockin armani my closet exclusive i,678,684,,regex
817,4644450,17,armani,friday and saturday im booked sunday im out the country armani armani armani armani im rockin armani my closet exclusive i,685,691,,regex
818,4644450,17,armani,friday and saturday im booked sunday im out the country armani armani armani armani im rockin armani my closet exclusive i,692,698,,regex
819,4644450,17,armani,friday and saturday im booked sunday im out the country armani armani armani armani im rockin armani my closet exclusive i,699,705,,regex
820,4644450,17,armani,friday and saturday im booked sunday im out the country armani armani armani armani im rockin armani my closet exclusive i,716,722,,regex
821,3873554,3,gucci,skit gucci mane big cat big cat la flare entertainment my nigga,5,10,,regex
822,3873554,3,gucci,skit gucci mane big cat big cat la flare entertainment my nigga,253,258,,regex
823,3873554,3,gucci,skit gucci mane big cat big cat la flare entertainment my nigga,296,301,,regex
824,3873554,3,gucci,skit gucci mane big cat big cat la flare entertainment my nigga,329,334,,regex
825,1780069,21,air max,black cats pull up its a crack back i got air max and ima run like carl luis cause i cant go,542,549,,regex
826,4072041,3,gucci,a friend that keeps me cumming touch down in boston gucci be flossin im about to go stone cold steve austin,607,612,,regex
827,4072041,3,gucci,a friend that keeps me cumming touch down in boston gucci be flossin im about to go stone cold steve austin,1098,1103,,regex
828,1739616,3,gucci,to my little friend this damn thang all i say gucci mane your ass get sprayed aks got hks crack your,821,826,,regex
829,1739616,3,gucci,to my little friend this damn thang all i say gucci mane your ass get sprayed aks got hks crack your,1232,1237,,regex
830,5726623,3,gucci,somebody call the coast guard gucci mane the lifeguard think i need a surfboard swag jumped,30,35,,regex
831,5726623,3,gucci,somebody call the coast guard gucci mane the lifeguard think i need a surfboard swag jumped,275,280,,regex
832,489063,3,gucci,freaky girls nasty bitch yeah i like squirters spitters its gucci where the freaks at 1017 we payin for pussy its,74,79,,regex
833,431939,3,gucci,yeahhhhhhh its gucci birds go birds its dirty birds its gucci im an,15,20,,regex
834,431939,3,gucci,yeahhhhhhh its gucci birds go birds its dirty birds its gucci im an,56,61,,regex
835,431939,3,gucci,yeahhhhhhh its gucci birds go birds its dirty birds its gucci im an,446,451,,regex
836,431939,3,gucci,yeahhhhhhh its gucci birds go birds its dirty birds its gucci im an,557,562,,regex
837,431939,3,gucci,yeahhhhhhh its gucci birds go birds its dirty birds its gucci im an,994,999,,regex
838,453869,3,gucci,ha haha keisha the engineer turn up okay huh chorus gucci mane young thug panoramic ooh i just bought a coupe,52,57,,regex
839,453869,3,gucci,ha haha keisha the engineer turn up okay huh chorus gucci mane young thug panoramic ooh i just bought a coupe,259,264,,regex
840,453869,3,gucci,ha haha keisha the engineer turn up okay huh chorus gucci mane young thug panoramic ooh i just bought a coupe,529,534,,regex
841,453869,36,guess,no strain say you gon do something to wop but guess what i been waiting beware la flares a millionaire and,1066,1071,,regex
842,5794191,3,gucci,ima its gucci so icy so icy ima let my pants sag ima,8,13,,regex
843,439898,3,gucci,damn suspenders aint gotta catch her out to impress her gucci mane im getting money got bad bitches on my itinerary,1019,1024,,regex
844,439898,3,gucci,damn suspenders aint gotta catch her out to impress her gucci mane im getting money got bad bitches on my itinerary,1232,1237,,regex
845,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,27,32,,regex
846,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,182,187,,regex
847,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,256,261,,regex
848,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,952,957,,regex
849,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,1107,1112,,regex
850,2328663,3,gucci,paranoid i got ya paranoid gucci mane the trap god and i had you paranoid paranoid,1181,1186,,regex
851,3045105,3,gucci,in magic lookin like i were el chapo hot damn gucci thats a coldblooded hublot i cant even fuck with one,451,456,,regex
852,3045105,3,gucci,in magic lookin like i were el chapo hot damn gucci thats a coldblooded hublot i cant even fuck with one,790,795,,regex
853,2158049,56,jimmy choo,with the shoes what you lil boys got to prove jimmy choo belt bag and boots and my glasses jimmy choo yall,303,313,,regex
854,2158049,56,jimmy choo,with the shoes what you lil boys got to prove jimmy choo belt bag and boots and my glasses jimmy choo yall,348,358,,regex
855,2158049,3,gucci,my glasses jimmy choo yall young boys yall better move gucci mane got shooters too crayons how my diamonds do and,392,397,,regex
856,2158049,3,gucci,my glasses jimmy choo yall young boys yall better move gucci mane got shooters too crayons how my diamonds do and,789,794,,regex
857,2158049,3,gucci,my glasses jimmy choo yall young boys yall better move gucci mane got shooters too crayons how my diamonds do and,944,949,,regex
858,121081,3,gucci,young scooters street anthem colombia from the forthcoming project juughouse gucci mane wale and scooter trade verses over a trunk heavy,94,99,,regex
859,121081,3,gucci,young scooters street anthem colombia from the forthcoming project juughouse gucci mane wale and scooter trade verses over a trunk heavy,928,933,,regex
860,3873541,3,gucci,i love you gucci mane bitch i love you too you got me hypnotized,11,16,,regex
861,3873541,3,gucci,i love you gucci mane bitch i love you too you got me hypnotized,65,70,,regex
862,3873541,3,gucci,i love you gucci mane bitch i love you too you got me hypnotized,199,204,,regex
863,57357,24,rolex,im easier to smell than i am to see them rolex on my wrist cost bout ten bricks at least i,218,223,,regex
864,57357,3,gucci,right under you cause imma beast diamonds on my knuckles gucci on my buckle if you want some trouble we can,342,347,,regex
865,57357,3,gucci,right under you cause imma beast diamonds on my knuckles gucci on my buckle if you want some trouble we can,627,632,,regex
866,5273444,3,gucci,chevy thats petty and you short 80 dollars thats petty gucci mane i can never be petty vvs bracelet known to,150,155,,regex
867,3361989,3,gucci,click clack who your man now know you heard bout gucci mane that boy bout lettin that thang sound you stunt,486,491,,regex
868,2397320,3,gucci,minority white folks call me violent they tried to ban gucci mane music and the people started rioting drop top maserati,421,426,,regex
869,2456080,3,gucci,look at him matter fact look at him so icey gucci mane quartermil on my arm so icey gucci mane quartermil,973,978,,regex
870,2456080,3,gucci,look at him matter fact look at him so icey gucci mane quartermil on my arm so icey gucci mane quartermil,1013,1018,,regex
871,2456080,3,gucci,look at him matter fact look at him so icey gucci mane quartermil on my arm so icey gucci mane quartermil,1047,1052,,regex
872,517753,3,gucci,then the top disappeared and i went to strokers im gucci mane la flare im not no local joker but im,86,91,,regex
873,63868,3,gucci,pamela im fucking on the camera more stamina than animals gucci is no amateur jeru the damaja could damage you or,109,114,,regex
874,63868,3,gucci,pamela im fucking on the camera more stamina than animals gucci is no amateur jeru the damaja could damage you or,1006,1011,,regex
875,2824446,3,gucci,and my money grew longer sold all my artists now gucci mane a fucking loner im a parttime rapper im a,769,774,,regex
876,159471,3,gucci,fuckin round with gucci it gone lead to an injuring treat ya like third,18,23,,regex
877,159471,3,gucci,fuckin round with gucci it gone lead to an injuring treat ya like third,1110,1115,,regex
878,2482309,59,maybach,doing it on purpose smoking on the purpy behind the maybach curty got that washing powder bleach and that white detergent,181,188,,regex
879,2482309,3,gucci,puffin on that keysha cole last night we freaked big gucci,721,726,,regex
880,2269,3,gucci,yeah gucci mane is in the building so icy entertainment zaytoven on,5,10,,regex
881,2269,3,gucci,yeah gucci mane is in the building so icy entertainment zaytoven on,166,171,,regex
882,2269,3,gucci,yeah gucci mane is in the building so icy entertainment zaytoven on,861,866,,regex
883,2269,3,gucci,yeah gucci mane is in the building so icy entertainment zaytoven on,1057,1062,,regex
884,3873565,3,gucci,yeah gucci mane is in the building so icey entertainment zaytoven on,5,10,,regex
885,3873565,3,gucci,yeah gucci mane is in the building so icey entertainment zaytoven on,174,179,,regex
886,3873565,3,gucci,yeah gucci mane is in the building so icey entertainment zaytoven on,844,849,,regex
887,3873565,3,gucci,yeah gucci mane is in the building so icey entertainment zaytoven on,1032,1037,,regex
888,119934,3,gucci,call me cheap skate im worth 20 mil on ebay gucci mane aint ballin young bitch that what yo mouth say,726,731,,regex
889,65324,3,gucci,traphouse it keep a line because im selling duncan hines gucci mane a millionaire my house i be seldom there i,579,584,,regex
890,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,5,10,,regex
891,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,11,16,,regex
892,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,21,26,,regex
893,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,36,41,,regex
894,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,85,90,,regex
895,3915422,3,gucci,damn gucci gucci its gucci okay its gucci yeah this beat does,99,104,,regex
896,2931437,3,gucci,its gucci 1017 zone ceo hand to hand i eat mms for,4,9,,regex
897,1809136,3,gucci,intro gucci mane yc huh sgucci bling blaow wow okay sgucci nigga,6,11,,regex
898,1809136,3,gucci,intro gucci mane yc huh sgucci bling blaow wow okay sgucci nigga,124,129,,regex
899,1809136,3,gucci,intro gucci mane yc huh sgucci bling blaow wow okay sgucci nigga,483,488,,regex
900,1809136,3,gucci,intro gucci mane yc huh sgucci bling blaow wow okay sgucci nigga,1067,1072,,regex
901,441402,3,gucci,you need some work fool nigga ill front ya its gucci mane the playa feel like nino at the cop only,871,876,,regex
902,441402,21,air max,i would have robbed him got them green and white air max 95s cause i just came from boston try to follow,1318,1325,,regex
903,690708,3,gucci,missed me weed so strong you cant light no incense gucci manes a multimulti hundred thousand dollars rent me my goons,305,310,,regex
904,690708,3,gucci,missed me weed so strong you cant light no incense gucci manes a multimulti hundred thousand dollars rent me my goons,433,438,,regex
905,690708,3,gucci,missed me weed so strong you cant light no incense gucci manes a multimulti hundred thousand dollars rent me my goons,1099,1104,,regex
906,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,78,83,,regex
907,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,84,89,,regex
908,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,122,127,,regex
909,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,128,133,,regex
910,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,293,298,,regex
911,2427298,3,gucci,this is another raw beats production sheah sheah sheah yeah gucci gucci huh huh huh hah guccarachi baby gucci gucci sheah,593,598,,regex
912,162019,5,dior,would be expected he is talking bout his girlfriend keyshia dior first thang first baby girl lets get acquainted my name,86,90,,regex
913,162019,3,gucci,first thang first baby girl lets get acquainted my name gucci mane baby tell me what you dranking that boy is,147,152,,regex
914,162019,3,gucci,first thang first baby girl lets get acquainted my name gucci mane baby tell me what you dranking that boy is,242,247,,regex
915,162019,3,gucci,first thang first baby girl lets get acquainted my name gucci mane baby tell me what you dranking that boy is,694,699,,regex
916,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,32,37,,regex
917,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,38,43,,regex
918,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,44,49,,regex
919,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,99,104,,regex
920,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,146,151,,regex
921,2824376,3,gucci,mike will powpow powpow pow pow gucci gucci gucci yeah im hearin rumors that my label bout,193,198,,regex
922,6844582,3,gucci,intro gucci mane bigwalkdog 1017 poppin bigwalkdog bigwalkdog big 1017 ayy hey,6,11,,regex
923,6844582,3,gucci,intro gucci mane bigwalkdog 1017 poppin bigwalkdog bigwalkdog big 1017 ayy hey,502,507,,regex
924,6844582,11,patek,nigga neck dont know what i want new jacob or patek flex,1589,1594,,regex
925,6917681,3,gucci,ear drummers my posse on bouldercrest mike will madeit gucci mane slayed it me and my gang at home away,55,60,,regex
926,7139354,3,gucci,bally shoes and bally bag ballyed up my bally swag gucci mane conceited i said beat it youre an alley cat,375,380,,regex
927,1454121,3,gucci,up black car white guts you can call it oreo gucci bring pies to yo door like he dominos soldier like,436,441,,regex
928,1454121,3,gucci,up black car white guts you can call it oreo gucci bring pies to yo door like he dominos soldier like,893,898,,regex
929,1454121,3,gucci,up black car white guts you can call it oreo gucci bring pies to yo door like he dominos soldier like,1030,1035,,regex
930,50198,3,gucci,to the track bitch echoes ay yeah girl ay yeah gucci the pretty bitches love me them bitches love me i,54,59,,regex
931,50198,3,gucci,to the track bitch echoes ay yeah girl ay yeah gucci the pretty bitches love me them bitches love me i,359,364,,regex
932,50198,3,gucci,to the track bitch echoes ay yeah girl ay yeah gucci the pretty bitches love me them bitches love me i,394,399,,regex
933,50198,3,gucci,to the track bitch echoes ay yeah girl ay yeah gucci the pretty bitches love me them bitches love me i,412,417,,regex
934,2397331,3,gucci,big as a baby panda rips are hard to handle gucci and a murder scandal call my lawyer fuck an answer,934,939,,regex
935,2397331,3,gucci,big as a baby panda rips are hard to handle gucci and a murder scandal call my lawyer fuck an answer,1048,1053,,regex
936,2396212,3,gucci,its dj scream nigga shouts out to the trap god gucci mane free guwop nigga free the wop nigga free gucci,52,57,,regex
937,2396212,3,gucci,its dj scream nigga shouts out to the trap god gucci mane free guwop nigga free the wop nigga free gucci,104,109,,regex
938,12036793,21,nike,i go psycho mvp js on the pj these aint nike clothes i go insane on my chains la vida loco,109,113,,regex
939,12036793,3,gucci,the bands im the maestro its hot as fuck why gucci wearin a gucci raincoat got off the drank and changed,225,230,,regex
940,12036793,3,gucci,the bands im the maestro its hot as fuck why gucci wearin a gucci raincoat got off the drank and changed,240,245,,regex
941,12036793,3,gucci,the bands im the maestro its hot as fuck why gucci wearin a gucci raincoat got off the drank and changed,622,627,,regex
942,12036793,43,givenchy,a psycho im a psycho im a realdeal realrich psycho givenchy straitjacket on goin psycho,867,875,,regex
943,322406,3,gucci,niggas and have them pull up on you playing with gucci mane is just like playing with a lighter playing games,1039,1044,,regex
944,322406,3,gucci,niggas and have them pull up on you playing with gucci mane is just like playing with a lighter playing games,1105,1110,,regex
945,214754,3,gucci,gucci got it going on bout to roll one a mile,0,5,,regex
946,214754,3,gucci,gucci got it going on bout to roll one a mile,520,525,,regex
947,214754,7,ysl,hannah montana she got that bill clinton she got that ysl she got that skrr skrr she got that owee she,1680,1683,,regex
948,404012,3,gucci,chyea huh huh cook on the beat man its gucci lets get it get money huh so icy young money,39,44,,regex
949,404012,3,gucci,chyea huh huh cook on the beat man its gucci lets get it get money huh so icy young money,1005,1010,,regex
950,404012,3,gucci,chyea huh huh cook on the beat man its gucci lets get it get money huh so icy young money,1122,1127,,regex
951,404012,3,gucci,chyea huh huh cook on the beat man its gucci lets get it get money huh so icy young money,1192,1197,,regex
952,404012,3,gucci,chyea huh huh cook on the beat man its gucci lets get it get money huh so icy young money,1290,1295,,regex
953,2813793,57,yeezy,wizop yeezy mane mike will madeit burr bitch stop the comparisons im,6,11,,regex
954,2813793,3,gucci,bitch stop the comparisons im not these other artistses im gucci mane la flare my neck on that real retarded shit,98,103,,regex
955,2813793,59,maybach,its a elephant in the roomguess whos the motherfuckin elephant maybach in the garage elevator in the residence my pockets bulgin,926,933,,regex
956,6771050,3,gucci,asked the car a question it answered me it said gucci the rims a whole chicken a cold 20 yall aint,589,594,,regex
957,220357,3,gucci,dancin marilyn said pussy wet and now her pussy rainin gucci said that he love her he runnin games man marilyn,449,454,,regex
958,220357,3,gucci,dancin marilyn said pussy wet and now her pussy rainin gucci said that he love her he runnin games man marilyn,509,514,,regex
959,651960,21,air max,her free hatin is rampant its like a disease 95 air max on my feet,1207,1214,,regex
960,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,0,5,,regex
961,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,407,412,,regex
962,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,467,472,,regex
963,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,523,528,,regex
964,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,640,645,,regex
965,21960,3,gucci,gucci mane big cat laflare lets get it half a brick,765,770,,regex
966,10765572,3,gucci,intro dj drama gucci mane somebody asked me a question the other day i,15,20,,regex
967,10765572,3,gucci,intro dj drama gucci mane somebody asked me a question the other day i,1116,1121,,regex
968,65158,3,gucci,going in my robins and if you think of robbin gucci you gon have some problems servin pizza pies and all,338,343,,regex
969,497990,3,gucci,gucci manes tribute to his deceased close friend and affiliate slim,0,5,,regex
970,497990,3,gucci,gucci manes tribute to his deceased close friend and affiliate slim,631,636,,regex
971,497990,3,gucci,gucci manes tribute to his deceased close friend and affiliate slim,773,778,,regex
972,497990,3,gucci,gucci manes tribute to his deceased close friend and affiliate slim,876,881,,regex
973,497990,26,coach,brothers them my lil bros i cant forget auntie and coach k cause they kept it real bruh,1516,1521,,regex
974,2817385,3,gucci,pissed off too young to be her daddy but still gucci mane the bitch boss no luggage on the jet but,491,496,,regex
975,2817385,3,gucci,pissed off too young to be her daddy but still gucci mane the bitch boss no luggage on the jet but,621,626,,regex
976,215314,3,gucci,i might be but them other niggas nothing like me gucci made it rain on her then he swung his chain,575,580,,regex
977,5725530,55,richard mille,wheezy outta here my bitch a uh richard mille rocker 1017 for life you know what im saying no,32,45,,regex
978,2419508,3,gucci,intro lil flip gucci mane rainbow colors in my cup in my cup rain,15,20,,regex
979,2419508,3,gucci,intro lil flip gucci mane rainbow colors in my cup in my cup rain,943,948,,regex
980,172817,3,gucci,a nigga to ride with me and running up on gucci mane is real real risky i still send the squares,379,384,,regex
981,172817,3,gucci,a nigga to ride with me and running up on gucci mane is real real risky i still send the squares,1123,1128,,regex
982,1900006,3,gucci,clipping on the road were street finessing and juuging oh gucci prints for all my children oh big guwop one dope,395,400,,regex
983,1900006,3,gucci,clipping on the road were street finessing and juuging oh gucci prints for all my children oh big guwop one dope,709,714,,regex
984,439044,36,guess,blow 800880aamafmafmafia if you dont suck it right then i guess got to teach the ho im smoking swishers not the,609,614,,regex
985,439044,3,gucci,smoking swishers not the same shit wiz khalifa smoke chorus gucci mane waka flocka flame im smoking real gas spend money,698,703,,regex
986,439044,4,prada,got real bad tempers 808 mafia flocka im rockin real prada im rocking real louie flocka b s m these other,1049,1054,,regex
987,439044,3,gucci,smoking swishers not the same shit wiz khalifa smoke chorus gucci mane waka flocka flame im smoking real gas spend money,1140,1145,,regex
988,5906,3,gucci,track 18 on gucci manes writing on the wall 2 mixtape gucci mane has,12,17,,regex
989,5906,3,gucci,track 18 on gucci manes writing on the wall 2 mixtape gucci mane has,54,59,,regex
990,5906,3,gucci,track 18 on gucci manes writing on the wall 2 mixtape gucci mane has,366,371,,regex
991,5906,3,gucci,track 18 on gucci manes writing on the wall 2 mixtape gucci mane has,393,398,,regex
992,5906,3,gucci,track 18 on gucci manes writing on the wall 2 mixtape gucci mane has,760,765,,regex
993,217067,36,guess,aint had shit me and coca hit a lick but guess what we aint had shit me and portro cooked some,632,637,,regex
994,217067,36,guess,aint had shit me and coca hit a lick but guess what we aint had shit me and portro cooked some,697,702,,regex
995,3873539,3,gucci,hydro babygirl brought some pretendo she pass that bullshit to gucci mane i had to throw it out the window my,575,580,,regex
996,3873539,3,gucci,hydro babygirl brought some pretendo she pass that bullshit to gucci mane i had to throw it out the window my,709,714,,regex
997,8396783,3,gucci,thats a red flag aj got them hits boy its gucci dj meech lil bitch chorus gucci mane gucci mane bic,79,84,,regex
